"url_name","id","item_name"
"burston_prime_receiver","54a73e65e779893a797fff3b","Burston Prime Receiver"
"fang_prime_blade","54a73e65e779893a797fff40","Fang Prime Blade"
"vauban_prime_neuroptics","573b7fc80ec44a47787a690f","Vauban Prime Neuroptics"
"hikou_prime_stars","54a73e65e779893a797fff48","Hikou Prime Stars"
"intruder","54a74454e779892d5e515649","Intruder"
"prisma_angstrum","59b2a2468d62f4b743a21f31","Prisma Angstrum"
"phaedra_stock","5783bf3cd9b6753790c89e92","Phaedra Stock"
"scorch","54a74454e779892d5e515663","Scorch"
"entropy_spike","54a74454e779892d5e5155be","Entropy Spike"
"eleventh_storm","54a74454e779892d5e5155ef","Eleventh Storm"
"nova_prime_neuroptics","54a73e65e779893a797fff68","Nova Prime Neuroptics"
"antimatter_mine","56dac57b5cc639de0a45c51e","Antimatter Mine"
"nova_prime_chassis","54a73e65e779893a797fff69","Nova Prime Chassis"
"prism_guard","56dac5805cc639de0a45c51f","Prism Guard"
"trick_mag","54a74454e779892d5e5155f0","Trick Mag"
"nova_prime_blueprint","54a73e65e779893a797fff6b","Nova Prime Blueprint"
"deceptive_bond","56dac5855cc639de0a45c520","Deceptive Bond"
"frost_prime_neuroptics","54a73e65e779893a797fff6c","Frost Prime Neuroptics"
"arcane_squall_frost_helmet","54aaf196e77989526dcfba2d","Arcane Squall Helmet"
"calculated_redirection","5758af4842ba8659dde2f572","Calculated Redirection"
"charged_shell","54a74454e779892d5e51561e","Charged Shell"
"cleanse_corpus","54a74454e779892d5e515620","Cleanse Corpus"
"searing_steel","54a74454e779892d5e5155ba","Searing Steel"
"accelerated_deflection","5758af5142ba8659dde2f573","Accelerated Deflection"
"clashing_forest","54a74454e779892d5e515622","Clashing Forest"
"primal_rage","576459af3ae92d545fd1e7b7","Primal Rage"
"celestial_stomp","576459b43ae92d545fd1e7b8","Celestial Stomp"
"secura_penta","55e797e7e779892497cdf785","Secura Penta"
"razor_shot","54a74454e779892d5e515640","Razor Shot"
"creeping_terrify","576459bc3ae92d545fd1e7b9","Creeping Terrify"
"trinity_prime_blueprint","56153689b66f836f7a3c0baf","Trinity Prime Blueprint"
"grim_fury","54a74454e779892d5e51564a","Grim Fury"
"ayatan_orta_sculpture","57e91e65c76eb74c087f492f","Ayatan Orta Sculpture"
"energy_channel","54a74454e779892d5e51564b","Energy Channel"
"hallowed_reckoning","5615432cb66f8371035bfa34","Hallowed Reckoning"
"convulsion","54a74454e779892d5e51564d","Convulsion"
"arcane_fury","56463c24b66f8358acce4451","Arcane Fury"
"rapid_resilience","54a74454e779892d5e51564f","Rapid Resilience"
"pistol_pestilence","54a74454e779892d5e515650","Pistol Pestilence"
"primed_morphic_transformer","5655c4e5b66f832e25b8ce7b","Primed Morphic Transformer"
"frail_momentum","54a74454e779892d5e515651","Frail Momentum"
"pathogen_rounds","54a74454e779892d5e515653","Pathogen Rounds"
"arcane_aegis","566750375dcbc186f0536bce","Arcane Aegis"
"sudden_impact","54a74454e779892d5e515655","Sudden Impact"
"arcane_consequence","5667510e5dcbc186f0536bd0","Arcane Consequence"
"tempered_blade","54a74454e779892d5e515659","Tempered Blade"
"smite_corpus","54a74454e779892d5e51565a","Smite Corpus"
"arcane_energize","566751295dcbc186f0536bd1","Arcane Energize"
"fanged_fusillade","54a74454e779892d5e51565b","Fanged Fusillade"
"gladiator_resolve","59dfeb5c115f1d887cfd7ab6","Gladiator Resolve"
"ghost","54a74454e779892d5e515660","Ghost"
